,Unnamed: 0,hshld_id,cal_dt,autocount,homecount,renterscount,farmcount,life10count,life20count,life30count,termlifecount,wholelifecount,fixedulcount,individualhealthcount,longtermcarecount,medsupcount,disabilityincomecount,commercialcount,financialcount,federalcropcount,crophailcount,max_age,min_age,hh_tenure,months_since_last_purch,married_ind,num_persons,stip_ann_prem_ind,act_ann_prem_ind,home_owner_0_ind,home_owner_1_ind,farm_ind,drvr_cnt,veh_cnt,max_bi_limit,prim_dwlg_insd_amt,nbr_of_sq_feet,clm_cnt_lst_12mo,clm_cnt_lst_36mo,clm_cnt_lst_60mo,clm_cnt_lst_84mo,cal_month,randn,umbrella_xsell_3q
10,104406,2435590,2013-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,53.0,3,28,0,2,0,1,0,1,0,0.0,0.0,300000.0,317500.0,1680.0,0.0,0.0,0.0,0.0,4,0.9889,0
11,960400,4208001,2015-09-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45.0,49.0,4,18,1,1,0,1,0,1,0,0.0,1.0,100000.0,208000.0,0.0,0.0,0.0,0.0,0.0,11,0.99806,0
12,1064812,4214468,2015-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,49.0,18,6,1,2,0,1,0,1,0,0.0,2.0,300000.0,96700.0,2113.0,0.0,4.0,1.0,0.0,11,0.98815,0
13,872532,5101349,2013-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,35.0,36,16,1,3,0,1,0,1,0,2.0,0.0,300000.0,210600.0,1000.0,0.0,0.0,0.0,0.0,2,0.98073,0
14,533330,3000851,2015-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,71.0,8,85,1,4,0,1,1,1,0,2.0,2.0,300000.0,218000.0,1700.0,0.0,0.0,5.0,0.0,2,0.99033,0
15,33608,4669935,2013-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,65.0,15,79,1,5,0,1,0,1,0,0.0,0.0,300000.0,0.0,1200.0,0.0,1.0,0.0,0.0,4,0.87364,0
16,376958,4792137,2013-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,57.0,7,84,1,2,0,1,0,1,0,5.0,2.0,500000.0,88300.0,1800.0,1.0,1.0,0.0,0.0,10,0.6723,0
17,1138428,2360407,2015-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,53.0,0,70,1,1,0,1,0,1,0,2.0,3.0,300000.0,161500.0,1458.0,0.0,0.0,0.0,0.0,1,0.97415,0
18,830717,2522880,2014-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,72.0,1,44,1,3,0,1,0,1,0,0.0,0.0,1000000.0,307000.0,1500.0,0.0,1.0,1.0,1.0,1,0.96866,0
19,323096,2893741,2014-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,30.0,6,28,1,3,0,1,0,1,0,0.0,0.0,500000.0,215300.0,2458.0,1.0,0.0,0.0,0.0,3,0.99537,0
20,949278,5249487,2016-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,40.0,6,83,0,1,0,1,0,0,0,0.0,1.0,500000.0,509600.0,1813.0,0.0,0.0,1.0,0.0,3,0.98578,0
21,679819,2099731,2013-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,73.0,30,206,1,2,0,1,0,1,0,2.0,0.0,500000.0,91600.0,0.0,0.0,0.0,0.0,0.0,1,0.96842,0
22,679698,4964814,2015-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,47.0,49,47,1,1,0,1,0,1,0,2.0,1.0,300000.0,167100.0,2160.0,0.0,1.0,0.0,0.0,11,0.9898,0
23,612193,2109102,2015-01-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44.0,58.0,25,88,0,4,0,1,0,1,0,2.0,0.0,300000.0,273800.0,2832.0,0.0,0.0,0.0,0.0,12,0.98459,0
24,411827,2503693,2016-07-01,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.0,49.0,11,131,1,2,0,1,0,1,0,2.0,0.0,300000.0,231900.0,1054.0,0.0,0.0,0.0,0.0,9,0.97903,0
25,819442,2636857,2016-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,55.0,57,90,1,2,0,1,0,1,0,0.0,0.0,100000.0,0.0,1279.0,0.0,0.0,0.0,1.0,3,0.99154,0
26,173607,1803077,2014-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,47.0,9,54,1,3,0,1,1,1,0,1.0,0.0,1000000.0,150000.0,1871.0,0.0,0.0,0.0,0.0,1,0.98759,0
27,736194,5176038,2013-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,78.0,6,181,0,4,0,1,0,1,0,0.0,2.0,1000000.0,213220.0,1966.0,0.0,0.0,2.0,0.0,6,0.95264,0
28,813233,3567366,2014-05-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,45.0,18,65,1,6,0,1,1,1,0,0.0,0.0,300000.0,359600.0,3300.0,0.0,2.0,1.0,2.0,10,0.98111,0
29,675300,2847064,2013-02-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,49.0,6,47,1,1,0,1,0,1,0,0.0,2.0,300000.0,104694.0,0.0,0.0,0.0,0.0,0.0,1,0.7812,0
30,347395,4933342,2015-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,42.0,18,9,0,1,0,1,0,1,0,0.0,0.0,500000.0,305900.0,1292.0,0.0,0.0,0.0,0.0,8,0.8243299999999999,0
31,872071,4828512,2014-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,29.0,17,70,1,4,0,1,0,1,0,0.0,2.0,300000.0,181200.0,1500.0,0.0,0.0,0.0,0.0,2,0.96872,0
32,917815,4988674,2013-11-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,28.0,19,97,0,4,0,1,0,1,0,2.0,0.0,300000.0,281600.0,1501.0,0.0,0.0,0.0,0.0,12,0.97515,0
33,875937,2515567,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.0,59.0,0,65,1,3,0,1,0,1,0,3.0,2.0,300000.0,200600.0,1930.0,0.0,1.0,0.0,0.0,12,0.98083,0
34,637453,4139714,2014-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,46.0,5,54,1,4,0,1,0,1,0,2.0,0.0,100000.0,200000.0,875.0,0.0,0.0,0.0,0.0,3,0.89151,0
35,643084,2765647,2013-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,54.0,22,69,1,3,0,1,0,1,0,4.0,1.0,300000.0,266600.0,2000.0,0.0,0.0,1.0,2.0,9,0.9666,0
36,811215,4380385,2013-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,49.0,7,7,1,2,0,1,0,1,0,0.0,0.0,300000.0,228800.0,1570.0,0.0,2.0,0.0,0.0,11,0.98606,0
37,105203,4292520,2016-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,55.0,36,120,1,2,0,1,0,1,0,0.0,2.0,300000.0,158000.0,1010.0,0.0,5.0,0.0,1.0,2,0.99798,0
38,111175,5297836,2016-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,63.0,2,15,1,1,0,1,0,1,0,0.0,2.0,300000.0,163000.0,1200.0,0.0,0.0,0.0,0.0,7,0.97003,0
39,1140240,2429092,2013-08-01,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,93.0,80.0,38,85,1,3,0,1,0,1,0,0.0,0.0,500000.0,171600.0,1264.0,0.0,0.0,0.0,0.0,2,0.98819,0
40,701864,2342399,2013-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,32.0,12,4,1,2,0,1,0,1,0,1.0,0.0,100000.0,107600.0,1400.0,0.0,0.0,0.0,0.0,12,0.99016,0
41,1022868,4217448,2013-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,68.0,13,82,0,1,0,1,0,0,0,0.0,0.0,300000.0,157800.0,1671.0,0.0,0.0,5.0,0.0,12,0.97406,0
42,761513,4400873,2014-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,61.0,4,50,1,2,0,1,0,1,0,2.0,0.0,500000.0,155629.0,1450.0,0.0,0.0,1.0,0.0,9,0.99244,0
43,908475,2327714,2015-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,31.0,8,28,0,2,0,1,0,1,0,1.0,0.0,300000.0,0.0,2500.0,0.0,0.0,1.0,0.0,8,0.90444,0
44,489196,3598218,2014-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,49.0,6,39,0,2,0,1,0,1,0,2.0,2.0,300000.0,0.0,4173.0,0.0,0.0,0.0,0.0,7,0.98227,0
45,688904,4675708,2013-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,30.0,9,3,0,3,0,1,0,1,0,2.0,0.0,300000.0,218000.0,1490.0,0.0,1.0,0.0,0.0,3,0.97473,0
46,666670,2415551,2013-09-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69.0,54.0,0,8,1,2,0,1,0,1,0,1.0,0.0,300000.0,148000.0,2910.0,0.0,0.0,1.0,0.0,4,0.9376,0
47,89958,3378524,2015-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,52.0,5,5,1,3,0,1,0,1,0,0.0,0.0,100000.0,233300.0,2004.0,0.0,0.0,0.0,1.0,7,0.99449,0
48,840395,4526281,2016-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,38.0,1,123,1,2,0,1,0,1,0,1.0,0.0,300000.0,107700.0,2204.0,0.0,1.0,0.0,1.0,1,0.99806,0
49,872751,2410885,2013-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,38.0,12,13,1,4,0,1,0,1,0,0.0,0.0,300000.0,196846.0,792.0,0.0,1.0,0.0,0.0,7,0.9743,0
50,975408,4274652,2015-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,60.0,7,58,1,1,0,1,0,1,0,0.0,1.0,300000.0,99700.0,1300.0,0.0,0.0,0.0,0.0,9,0.93707,0
51,905576,4315550,2014-11-01,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.0,61.0,9,81,1,2,0,1,0,1,0,0.0,1.0,300000.0,315000.0,1205.0,0.0,0.0,0.0,0.0,5,0.97677,0
52,958038,4961258,2016-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,72.0,21,51,0,3,0,1,1,1,0,2.0,0.0,1000000.0,63100.0,1287.0,0.0,0.0,2.0,0.0,5,0.74325,0
53,105480,5130511,2015-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,41.0,0,31,0,2,0,1,1,1,0,1.0,1.0,500000.0,0.0,2131.0,0.0,0.0,0.0,0.0,4,0.97835,0
54,318086,2471878,2014-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,53.0,5,16,0,4,0,1,0,1,0,4.0,0.0,300000.0,160000.0,1870.0,0.0,0.0,7.0,0.0,10,0.96927,0
55,299446,2419519,2013-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,50.0,12,66,0,3,1,1,0,1,0,0.0,0.0,300000.0,218000.0,2300.0,0.0,0.0,1.0,0.0,8,0.9589,0
56,138885,2391885,2014-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,43.0,20,33,0,2,0,1,0,1,0,0.0,0.0,100000.0,0.0,3364.0,0.0,0.0,0.0,0.0,4,0.9776,0
57,698600,4717874,2015-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,31.0,64,11,0,2,0,1,0,1,0,0.0,0.0,100000.0,88000.0,1512.0,0.0,0.0,3.0,0.0,10,0.8469200000000001,0
58,336096,2530535,2016-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,60.0,26,115,1,8,0,1,0,1,0,0.0,0.0,300000.0,133700.0,1691.0,0.0,1.0,5.0,3.0,6,0.95766,0
59,55071,2240027,2013-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,57.0,6,6,1,4,0,1,1,1,0,1.0,3.0,100000.0,198980.0,4013.0,0.0,1.0,0.0,0.0,5,0.98628,0
60,658841,3371077,2015-05-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,40.0,8,30,1,2,0,1,0,1,0,2.0,0.0,300000.0,120000.0,0.0,1.0,0.0,4.0,1.0,6,0.96227,0
61,102535,4937018,2013-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0.0,4,24,1,1,0,1,0,1,0,0.0,0.0,500000.0,121200.0,2500.0,0.0,0.0,0.0,0.0,5,0.98218,0
62,282668,4068470,2013-07-01,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,57.0,34.0,1,95,1,2,0,1,0,1,0,0.0,0.0,300000.0,121500.0,917.0,0.0,0.0,0.0,0.0,6,0.72627,0
63,657101,4180684,2014-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,28.0,4,40,0,2,0,1,0,1,0,0.0,1.0,1000000.0,203700.0,1670.0,0.0,0.0,3.0,0.0,10,0.96016,0
64,787973,3159162,2015-02-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,26.0,84,106,1,2,0,1,0,1,0,0.0,0.0,500000.0,548000.0,2500.0,0.0,0.0,0.0,0.0,1,0.95814,0
65,639699,4354186,2015-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,33.0,5,67,0,1,0,1,0,1,0,0.0,0.0,100000.0,185000.0,1200.0,0.0,0.0,0.0,0.0,2,0.99806,0
66,3489,5189370,2013-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,51.0,0,35,0,1,0,1,0,1,0,3.0,0.0,1000000.0,0.0,1800.0,0.0,2.0,0.0,0.0,4,0.98453,0
67,272379,4255619,2016-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,50.0,0,55,1,4,0,1,1,1,0,0.0,0.0,300000.0,71200.0,2550.0,1.0,0.0,0.0,1.0,9,0.93559,0
68,349453,1813588,2015-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,34.0,10,87,0,3,0,1,0,1,0,1.0,0.0,300000.0,252400.0,2500.0,0.0,0.0,0.0,0.0,3,0.9952,0
69,1035636,4945948,2016-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,35.0,5,48,0,3,0,1,0,1,0,0.0,3.0,500000.0,116100.0,1480.0,0.0,0.0,0.0,0.0,3,0.97171,0
70,884770,2516496,2013-02-01,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,69.0,43.0,4,128,1,2,0,1,0,1,0,0.0,0.0,300000.0,147874.0,1232.0,0.0,0.0,0.0,0.0,7,0.99969,0
71,1117726,2152754,2016-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,65.0,19,84,1,2,0,1,0,1,0,2.0,2.0,300000.0,178600.0,2800.0,0.0,3.0,0.0,0.0,1,0.99274,0
72,67514,4590555,2013-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,28.0,5,23,0,1,0,1,0,1,0,0.0,0.0,500000.0,131200.0,985.0,0.0,0.0,0.0,0.0,9,0.99764,0
73,1028557,3193610,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,57.0,5,10,1,2,0,1,0,1,0,0.0,0.0,500000.0,125000.0,2500.0,0.0,0.0,3.0,0.0,12,0.98474,0
74,332241,4175566,2014-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,33.0,2,367,0,2,0,1,0,1,0,0.0,0.0,500000.0,192200.0,1100.0,0.0,0.0,0.0,0.0,7,0.99851,0
75,117994,2686923,2016-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,36.0,1,17,1,6,0,1,0,0,0,0.0,1.0,300000.0,226200.0,1950.0,0.0,3.0,0.0,0.0,5,0.96677,0
76,22867,2441684,2016-05-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,28.0,2,17,1,1,0,1,0,1,0,2.0,0.0,300000.0,197000.0,1644.0,0.0,0.0,3.0,1.0,4,0.88255,0
77,83142,5175086,2013-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,26.0,22,92,1,2,0,1,0,1,0,2.0,2.0,500000.0,157200.0,1150.0,0.0,0.0,3.0,0.0,5,0.9714,0
78,716161,2796053,2016-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,55.0,20,67,1,1,0,1,0,1,0,1.0,0.0,100000.0,236900.0,1600.0,0.0,0.0,4.0,0.0,4,0.96695,0
79,275991,5012968,2014-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,83.0,15,94,0,5,0,1,0,1,0,0.0,1.0,300000.0,140317.0,2250.0,0.0,3.0,0.0,2.0,6,0.97668,0
80,887681,2414271,2014-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,39.0,7,63,0,2,0,1,1,1,0,0.0,0.0,300000.0,134400.0,3203.0,0.0,0.0,0.0,2.0,8,0.99536,0
81,443823,5286347,2014-09-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,46.0,6,2,1,1,0,1,0,1,0,0.0,1.0,300000.0,307400.0,1896.0,0.0,1.0,0.0,0.0,2,0.96254,0
82,564110,4426316,2016-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,56.0,4,28,1,2,0,1,1,1,0,2.0,2.0,300000.0,160700.0,1200.0,0.0,0.0,0.0,0.0,1,0.99906,0
83,766952,2186102,2016-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,59.0,6,32,1,3,0,1,0,1,0,0.0,3.0,100000.0,177105.0,1100.0,0.0,1.0,0.0,0.0,3,0.99639,0
84,728951,4550427,2013-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,69.0,7,98,0,6,1,1,0,1,0,0.0,2.0,300000.0,183200.0,1917.0,0.0,4.0,0.0,2.0,7,0.99092,0
85,375916,2430148,2016-03-01,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,51.0,49.0,61,198,0,5,0,1,0,1,0,3.0,0.0,500000.0,0.0,900.0,0.0,0.0,0.0,0.0,3,0.98279,0
86,696482,4394197,2015-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,49.0,29,301,1,2,0,1,1,1,0,1.0,0.0,300000.0,392600.0,1800.0,0.0,0.0,0.0,0.0,8,0.99598,0
87,1076376,3486017,2015-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,39.0,2,7,1,7,1,1,0,1,0,3.0,0.0,300000.0,143900.0,2200.0,0.0,0.0,0.0,0.0,2,0.97576,0
88,625086,2515566,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,77.0,0,5,0,2,0,1,0,0,0,0.0,0.0,500000.0,355300.0,2176.0,0.0,0.0,0.0,2.0,6,0.96338,0
89,716501,4470913,2015-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,36.0,8,334,0,2,1,1,0,1,0,2.0,1.0,300000.0,127600.0,800.0,0.0,0.0,0.0,0.0,4,0.96604,0
90,799458,5241941,2014-10-01,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,51.0,77.0,5,38,0,2,0,1,0,1,0,0.0,2.0,300000.0,147200.0,2200.0,0.0,0.0,0.0,0.0,4,0.98644,0
91,468867,4913608,2013-08-01,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,51.0,89.0,9,71,0,4,0,1,0,1,0,0.0,3.0,300000.0,134700.0,1080.0,0.0,0.0,0.0,0.0,9,0.98548,0
92,406231,4111462,2016-05-01,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,81.0,65.0,8,12,1,1,0,1,1,1,0,0.0,7.0,200000.0,87500.0,1799.0,0.0,0.0,0.0,2.0,9,0.80429,0
93,1034066,4948442,2014-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,34.0,13,13,0,2,0,1,0,1,0,2.0,3.0,300000.0,372600.0,2236.0,0.0,0.0,0.0,0.0,5,0.98255,0
94,402832,3163877,2014-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61.0,44.0,0,85,1,1,0,1,0,1,0,0.0,3.0,300000.0,229600.0,2500.0,0.0,0.0,0.0,0.0,4,0.99385,0
95,499151,2319762,2013-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,51.0,76.0,1,108,0,2,0,1,0,1,0,0.0,0.0,300000.0,157400.0,2000.0,0.0,1.0,0.0,0.0,3,0.97895,0
96,342156,3531370,2016-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,56.0,16,105,1,2,0,1,0,1,0,0.0,0.0,100000.0,219600.0,1073.0,0.0,0.0,0.0,0.0,10,0.98124,0
97,179710,5039161,2015-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,46.0,0,35,0,2,0,1,0,1,0,0.0,2.0,300000.0,237600.0,1152.0,0.0,0.0,0.0,0.0,11,0.68248,0
98,269212,2489297,2013-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,54.0,8,23,1,2,0,1,0,1,0,0.0,0.0,100000.0,107700.0,958.0,0.0,0.0,0.0,0.0,7,0.99929,1
99,898524,5251657,2016-05-01,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43.0,73.0,2,35,1,1,0,1,0,1,0,0.0,2.0,300000.0,94400.0,3131.0,0.0,0.0,0.0,0.0,7,0.98867,0
100,305923,2241925,2015-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,35.0,1,358,0,4,0,1,0,1,0,0.0,1.0,300000.0,291800.0,1796.0,0.0,0.0,0.0,0.0,12,0.90512,0
101,700890,4612929,2016-02-01,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,51.0,33.0,0,20,1,4,0,1,0,1,0,0.0,0.0,500000.0,351700.0,2203.0,0.0,3.0,0.0,0.0,2,0.96115,0
102,1057456,2464824,2014-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,36.0,3,71,0,4,0,1,0,1,0,0.0,3.0,1000000.0,223500.0,1680.0,0.0,0.0,0.0,0.0,3,0.95152,0
103,77311,2469068,2013-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,49.0,1,16,1,1,0,1,0,1,0,2.0,0.0,300000.0,180350.0,2200.0,0.0,0.0,0.0,0.0,4,0.99048,0
104,912734,4880623,2014-06-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,43.0,8,112,0,4,0,1,0,1,0,2.0,2.0,500000.0,115000.0,99999.0,0.0,0.0,0.0,0.0,6,0.99002,0
